work_year,job_title,experience_level,employment_type,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,source,employer
2025-05-22T14:38:16+0300,"Менеджер, Управленческая отчетность",Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,"СИБУР, Группа компаний"
2025-05-16T18:01:34+0300,Системный аналитик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,GlowByte
2025-04-30T17:40:50+0300,Ведущий менеджер программы лояльности | Loyalty Program Manager,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,AliExpress
2025-05-05T09:37:34+0300,Антифрод аналитик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Подели
2025-05-14T16:27:44+0300,Аналитик АБС,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,ФлексСофт
2025-05-19T15:12:24+0300,Аналитик по ценообразованию,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,"Подружка, сеть магазинов"
2025-05-20T09:52:25+0300,Специалист по подбору персонала,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,ТЦ МЕГА
2025-05-21T14:55:13+0300,Технический лидер ИТ,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,РЕАЛИСТ БАНК
2025-04-24T17:50:27+0300,Финансовый аналитик,Unknown,Unknown,250000 - None RUR,RUR,250000,Москва,,RU,Unknown,hh_api,Платформа
2025-05-22T14:54:49+0300,Аналитик данных / Data analyst,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,WILDBERRIES
2025-05-06T19:53:24+0300,Финансовый менеджер,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,АТОМЭКСПО
2025-05-22T17:00:21+0300,Эксперт-аналитик Отдела выявления мошенничества,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Ренессанс Банк
2025-04-23T15:20:49+0300,Маркетолог,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Балчуг Эстейт
2025-05-14T19:08:12+0300,Head of Data Platform,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Tripster
2025-05-16T12:09:28+0300,Бизнес-аналитик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Центр Биометрических Технологий
2025-05-16T13:39:50+0300,Аналитик (начинающий специалист),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Центральный банк Российской Федерации (Банк России)
2025-05-19T12:16:05+0300,Аналитик (консалтинг),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Рексофт
2025-05-19T14:21:19+0300,Аналитик отдела продаж,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Альфа-Лизинг
2025-05-22T13:51:54+0300,Аналитик по продажам,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Unipharm LLC
2025-05-20T07:15:00+0300,Технический писатель (IT),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Альтуэра
2025-05-20T17:37:37+0300,Аналитик данных,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Bell Integrator
2025-05-21T12:19:27+0300,Ведущий системный аналитик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,М.Видео-Эльдорадо
2025-05-19T13:21:32+0300,Системный аналитик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,"МАГНИТ, Розничная сеть"
2025-05-13T10:01:10+0300,Экономист,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Корпоративная Академия Росатома
2025-05-22T09:43:14+0300,Java разработчик (КПК),Unknown,Unknown,287356 RUR,RUR,287356,Москва,,RU,Unknown,hh_api,Datanomica
2025-05-13T15:48:16+0300,Java-разработчик,Unknown,Unknown,240000 RUR,RUR,240000,Москва,,RU,Unknown,hh_api,Data World
2025-05-21T10:53:22+0300,"Менеджер маркетплейсов на ""Wildberries""",Unknown,Unknown,130000 - 200000 RUR,RUR,130000,Москва,,RU,Unknown,hh_api,Старт
2025-05-15T13:47:24+0300,Менеджер по продажам (Horeca),Unknown,Unknown,200000 - None RUR,RUR,200000,Москва,,RU,Unknown,hh_api,ГЛОБАЛ ГРУПП
2025-04-23T13:11:28+0300,Senior Manual QA специалист,Unknown,Unknown,100000 - 180000 RUR,RUR,100000,Москва,,RU,Unknown,hh_api,Линсофтверпродакшн
2025-05-20T15:58:19+0300,Аналитик Bi,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Альфа Центр Здоровья
2025-05-15T13:30:29+0300,Системный аналитик (CVM),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,АО «ОТП Банк» (JSC «OTP Bank»)
2025-05-19T12:32:36+0300,Финансовый менеджер (продуктовая IT-компания),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Polymedia
2025-05-21T21:08:51+0300,Head of Analytics/ Руководитель отдела аналитики,Unknown,Unknown,3000 - None USD,USD,3000,Москва,,RU,Unknown,hh_api,Spinbetter
2025-04-24T15:51:17+0300,Бренд - директор / Chief Product Officer,Unknown,Unknown,500000 - None RUR,RUR,500000,Москва,,RU,Unknown,hh_api,Крупная торгово-производственная компания
2025-05-06T11:54:38+0300,Директор по продажам,Unknown,Unknown,450000 - 700000 RUR,RUR,450000,Москва,,RU,Unknown,hh_api,Довыденко Виктор Сергеевич
2025-05-22T14:40:33+0300,Заместитель руководителя по ИТ (CIO),Unknown,Unknown,200000 - None RUR,RUR,200000,Москва,,RU,Unknown,hh_api,СмартТайм
2025-05-22T13:54:24+0300,QA Auto Engineer,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Innovative People
2025-05-16T08:36:09+0300,Системный аналитик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,БОЛЬШАЯ ТРОЙКА
2025-05-21T10:46:41+0300,Backend PHP developer,Unknown,Unknown,150000 - 250000 RUR,RUR,150000,Москва,,RU,Unknown,hh_api,modesco
2025-05-19T15:50:43+0300,Младший аналитик данных,Unknown,Unknown,90000 - None RUR,RUR,90000,Москва,,RU,Unknown,hh_api,ПроКонтекст
2025-05-21T11:31:26+0300,Руководитель отдела \ направления аналитики 1С,Unknown,Unknown,400000 - None RUR,RUR,400000,Москва,,RU,Unknown,hh_api,Infosuite
2025-05-13T13:59:43+0300,Product manager / Менеджер по продукту (Китай),Unknown,Unknown,4000 USD,USD,4000,Москва,,RU,Unknown,hh_api,MAREE
2025-05-19T15:42:12+0300,Аналитик Excel,Unknown,Unknown,100000 - None RUR,RUR,100000,Москва,,RU,Unknown,hh_api,ГБУЗ Психиатрическая клиническая больница №1 им.Н.А.Алексеева Департамента здравоохранения города Москвы
2025-05-12T13:41:41+0300,Маркетолог для маркетплейсов,Unknown,Unknown,150000 - None RUR,RUR,150000,Москва,,RU,Unknown,hh_api,ELEGANZZA
2025-04-30T20:15:20+0300,Senior IT project manager,Unknown,Unknown,400000 - 400000 RUR,RUR,400000,Москва,,RU,Unknown,hh_api,Крупная ритейл Компания
2025-05-22T17:20:15+0300,Диджитал-маркетолог,Unknown,Unknown,150000 - None RUR,RUR,150000,Москва,,RU,Unknown,hh_api,Меридиан
2025-05-05T11:05:02+0300,Ведущий финансовый аналитик (FP&A),Unknown,Unknown,180000 - 200000 RUR,RUR,180000,Москва,,RU,Unknown,hh_api,Агрохолдинг Белая Дача
2025-05-16T14:56:31+0300,Аналитик данных (Rambler&Co),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Rambler&Co
2025-05-20T15:56:34+0300,Аналитик команды Core,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Okko
2025-05-05T11:35:56+0300,Аналитик игрового проекта,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Иннова
2025-05-22T10:12:59+0300,Менеджер проекта IT,Unknown,Unknown,200000 - 350000 RUR,RUR,200000,Москва,,RU,Unknown,hh_api,MarPla
2025-05-16T10:26:50+0300,Product analyst,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Ecom.tech
2025-04-30T20:05:21+0300,Junior Python-разработчик,Unknown,Unknown,100000 - None RUR,RUR,100000,Москва,,RU,Unknown,hh_api,Улицкий Кирилл Олегович
2025-05-21T15:51:08+0300,Старший тестировщик (QA),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Авто Финанс Банк
2025-05-11T22:07:49+0300,Руководитель отдела продаж,Unknown,Unknown,200000 - None RUR,RUR,200000,Москва,,RU,Unknown,hh_api,Венеция
2025-05-22T09:12:03+0300,Системный аналитик,Unknown,Unknown,225000 - 330000 RUR,RUR,225000,Москва,,RU,Unknown,hh_api,Eclipse Digital
2025-04-28T13:26:55+0300,Младший специалист по компенсациям и льготам (C&B),Unknown,Unknown,120000 RUR,RUR,120000,Москва,,RU,Unknown,hh_api,PravoTech
2025-05-20T18:39:31+0300,Ведущий специалист поддержки пользователей (1-2 линия),Unknown,Unknown,180000 - None RUR,RUR,180000,Москва,,RU,Unknown,hh_api,Чайкина Людмила Владимировна
2025-05-21T12:05:15+0300,Бухгалтер-калькулятор,Unknown,Unknown,120000 - None RUR,RUR,120000,Москва,,RU,Unknown,hh_api,IKURA Izakaya nikkei
2025-05-16T21:12:59+0300,Руководитель группы продаж,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Карпов Курсес
2025-05-20T11:15:39+0300,Junior data scientist,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Центральный банк Российской Федерации (Банк России)
2025-05-22T12:18:33+0300,Junior Developer AI,Unknown,Unknown,150000 RUR,RUR,150000,Москва,,RU,Unknown,hh_api,Datanomica
2025-04-28T09:51:37+0300,Медиапланер / Digital media manager,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,ВЕБ АЙ ТИ
2025-05-20T13:36:02+0300,Аналитик данных,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Аналитический центр при Правительстве Российской Федерации
2025-05-07T12:06:35+0300,Middle QA auto engineer,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,RUTUBE
2025-05-21T13:15:31+0300,Оператор базы данных,Unknown,Unknown,90000 - None RUR,RUR,90000,Москва,,RU,Unknown,hh_api,СИ Групп/ИнфоЛинк
2025-04-30T10:39:28+0300,Junior PR-менеджер с опытом в PR,Unknown,Unknown,80000 - None RUR,RUR,80000,Москва,,RU,Unknown,hh_api,Lotus
2025-05-22T14:14:59+0300,Специалист по контекстной рекламе (Яндекс Директ),Unknown,Unknown,130000 - None RUR,RUR,130000,Москва,,RU,Unknown,hh_api,КредитамНет
2025-05-22T11:45:15+0300,Аналитик данных,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Инноватор Косметикс
2025-04-23T13:45:21+0300,Руководитель направления доставки/отдела доставки,Unknown,Unknown,180000 RUR,RUR,180000,Москва,,RU,Unknown,hh_api,Много лосося
2025-05-22T14:45:49+0300,Менеджер по адаптации и обучению персонала,Unknown,Unknown,92000 - None RUR,RUR,92000,Москва,,RU,Unknown,hh_api,Русклимат
2025-05-09T09:55:20+0300,Системный аналитик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,ИЦ АЙ-ТЕКО
2025-05-20T10:24:02+0300,Менеджер по работе с маркетплейсами,Unknown,Unknown,135000 - 175000 RUR,RUR,135000,Москва,,RU,Unknown,hh_api,STOEWER | ШТОЕР
2025-05-19T16:13:32+0300,Системный аналитик (проект Маркер),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Интерфакс
2025-04-30T13:29:58+0300,Младший специалист по анализу данных / Junior Data Scientist,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Okkam
2025-05-19T13:36:32+0300,Junior Analyst / Младший аналитик данных,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Go Ahead
2025-05-21T10:47:54+0300,Cистемный аналитик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Boosty
2025-05-14T11:16:42+0300,Финансовый директор (производство бытовой химии),Unknown,Unknown,500000 - None RUR,RUR,500000,Москва,,RU,Unknown,hh_api,Агентство КИТ Консалт
2025-05-15T14:21:54+0300,Аналитик данных,Unknown,Unknown,200000 RUR,RUR,200000,Москва,,RU,Unknown,hh_api,EVERA PEOPLE
2025-05-20T05:19:33+0300,"SMM специалист, маркетолог стратег, гений ИИ",Unknown,Unknown,60000 - 120000 RUR,RUR,60000,Москва,,RU,Unknown,hh_api,Комов Михаил Сергеевич
2025-05-06T14:07:06+0300,Бизнес / Системный аналитик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,БПС Инновационные Программные Решения
2025-04-29T08:51:30+0300,Специалист (координатор подразделения/администратор проектов/делопроизводитель),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,ГБУ Московское долголетие
2025-05-21T14:34:53+0300,Финансовый аналитик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Инженерные системы энергетики
2025-05-22T16:20:32+0300,Руководитель направления по работе с социальными сетями,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Natura Siberica
2025-05-20T13:53:06+0300,QA Engineer (Manual),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Лаборатория Безопасных Систем
2025-05-21T15:54:35+0300,Начальник отдела аналитики данных,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Росгосстрах
2025-05-22T12:57:15+0300,Product Analyst/Продуктовый аналитик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Домклик
2025-05-20T10:49:29+0300,Аналитик Данных,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Правительство Москвы
2025-05-21T17:23:10+0300,Трейд-маркетолог,Unknown,Unknown,90000 - None RUR,RUR,90000,Москва,,RU,Unknown,hh_api,ВК
2025-05-12T15:36:21+0300,Аналитик данных,Unknown,Unknown,249000 - 263000 RUR,RUR,249000,Москва,,RU,Unknown,hh_api,ГК Орбита
2025-05-19T11:44:14+0300,Бизнес-аналитик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,банк Раунд
2025-05-20T17:03:32+0300,Руководитель отдела аналитики и маркетинга,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,МедБизнесКонсалтинг
2025-05-20T13:27:19+0300,SEO-специалист,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Е8
2025-05-20T10:58:23+0300,Аналитик данных,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Электронная Москва
2025-04-30T17:33:54+0300,Руководитель направления,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Московская Биржа
2025-04-28T15:51:20+0300,Аналитик социальных медиа,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,ГРУППА ИМА
2025-05-14T17:29:35+0300,Директор департамента технической поддержки пользователей,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Softline
2025-05-19T13:07:40+0300,Специалист по платному трафику (лидогенерация/ PPC),Unknown,Unknown,100000 RUR,RUR,100000,Москва,,RU,Unknown,hh_api,СКГАЗ
2025-05-20T15:39:18+0300,Системный аналитик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,СОГАЗ
2025-05-22T14:54:32+0300,Системный аналитик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Верме
2025-05-13T17:37:55+0300,Дата аналитик junior,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Национальная Лотерея
2025-05-16T11:20:37+0300,Бизнес-аналитик (middle/senior),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,БОЛЬШАЯ ТРОЙКА
2025-05-19T10:14:01+0300,Системный аналитик АСУ ОГР,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,JSA Group
2025-05-21T12:04:01+0300,Казначей,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Robusta
2025-05-21T15:10:20+0300,IT Recruiter,Unknown,Unknown,120000 - None RUR,RUR,120000,Москва,,RU,Unknown,hh_api,Бюро кредитных историй Скоринг Бюро
2025-05-20T13:57:38+0300,Руководитель отдела делопроизводства,Unknown,Unknown,150000 - 200000 RUR,RUR,150000,Москва,,RU,Unknown,hh_api,ПЭМ
2025-05-12T19:05:44+0300,"Системный аналитик (REST API, Kafka, интеграции)",Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Клауд Солюшенс
2025-05-20T17:51:12+0300,Младший финансовый аналитик,Unknown,Unknown,91000 - 113000 RUR,RUR,91000,Москва,,RU,Unknown,hh_api,Дексиас
2025-05-14T11:27:22+0300,Тестировщик в области гражданской авиации,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,АФЛТ-Системс
2025-05-06T08:53:38+0300,Менеджер по работе с ключевыми клиентами (KAM/Key Account Manager),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Orion Group
2025-05-21T10:58:45+0300,Директор по маркетингу,Unknown,Unknown,350000 - 550000 RUR,RUR,350000,Москва,,RU,Unknown,hh_api,MAGASS
2025-05-22T15:12:26+0300,Финансист E-com (удаленно),Unknown,Unknown,150000 - 200000 RUR,RUR,150000,Москва,,RU,Unknown,hh_api,Наука Подбора
2025-05-19T12:49:23+0300,Аналитик,Unknown,Unknown,150000 - 180000 RUR,RUR,150000,Москва,,RU,Unknown,hh_api,Сибирская генерирующая Компания
2025-05-19T16:09:24+0300,Начальник отдела Аналитики,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,ВТБ Лизинг
2025-05-21T16:05:18+0300,Оператор техподдержки (чат),Unknown,Unknown,50000 - 70000 RUR,RUR,50000,Москва,,RU,Unknown,hh_api,ЭКСПРЕСС
2025-05-16T15:11:42+0300,Аналитик данных,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Рокет Кидс
2025-05-21T17:53:04+0300,Менеджер по работе с маркетплейсами (Ozon),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Клинбот
2025-05-16T11:03:55+0300,Директор по строительству (Шерегеш),Unknown,Unknown,200000 - 350000 RUR,RUR,200000,Москва,,RU,Unknown,hh_api,Сектор Е
2025-05-20T12:44:47+0300,Финансовый менеджер,Unknown,Unknown,140000 - None RUR,RUR,140000,Москва,,RU,Unknown,hh_api,МГКЛ
2025-05-22T17:01:02+0300,Аналитик данных,Unknown,Unknown,120000 - None RUR,RUR,120000,Москва,,RU,Unknown,hh_api,Coleman Group
2025-05-19T11:18:11+0300,Ведущий экономист отдела аналитики и себестоимости строительства,Unknown,Unknown,230000 - 355000 RUR,RUR,230000,Москва,,RU,Unknown,hh_api,Sminex
2025-04-29T09:36:05+0300,Product Owner Activation,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Звук
2025-05-06T10:57:27+0300,Аналитик бизнес-процессов,Unknown,Unknown,100000 - None RUR,RUR,100000,Москва,,RU,Unknown,hh_api,IT88
2025-05-12T12:40:40+0300,Java developer,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,РТЛабс
2025-05-20T12:47:19+0300,Системный Аналитик (сопровождение/финтех),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Картнода
2025-04-22T22:18:11+0300,Бизнес ассистент,Unknown,Unknown,120 - 150 RUR,RUR,120,Москва,,RU,Unknown,hh_api,M2 WEDDING and EVENTS AGENCY
2025-05-08T12:37:54+0300,Менеджер Wildberries или OZON,Unknown,Unknown,40000 - None RUR,RUR,40000,Москва,,RU,Unknown,hh_api,Баширова Анастасия Сергеевна
2025-04-24T13:34:05+0300,Аналитик данных,Unknown,Unknown,350000 - None RUR,RUR,350000,Москва,,RU,Unknown,hh_api,Demis Group
2025-04-24T14:59:08+0300,Системный аналитик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,WebSoft
2025-05-12T06:09:19+0300,Младший кредитный аналитик (стажер),Unknown,Unknown,100000 - 200000 RUR,RUR,100000,Москва,,RU,Unknown,hh_api,Совкомбанк
2025-05-20T14:22:51+0300,Научный сотрудник / аналитик,Unknown,Unknown,150000 - None RUR,RUR,150000,Москва,,RU,Unknown,hh_api,Богданов Виктор
2025-05-19T10:00:13+0300,Frontend-разработчик (React) middle,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Центр Методического Обеспечения Оптимизации Процессов Государственного Управления в Московской области
2025-05-06T15:47:27+0300,Рилсмейкер / Монтажер контента для соц.сетей,Unknown,Unknown,1500 - 2500 EUR,EUR,1500,Москва,,RU,Unknown,hh_api,Казакова Юлия Александровна
2025-05-22T12:58:59+0300,Бренд-менеджер / Маркетолог,Unknown,Unknown,200000 - None RUR,RUR,200000,Москва,,RU,Unknown,hh_api,RGW
2025-05-20T19:26:13+0300,Разработчик базы данных,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Ситуационно-Информационный Центр Министерства Транспорта Российской Федерации
2025-04-28T17:52:14+0300,Data Analyst / Fixed Income Analyst (junior),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,EGAR
2025-05-19T18:27:23+0300,Системный аналитик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Спектрум
2025-05-20T16:52:53+0300,Бизнес/Системный аналитик Junior,Unknown,Unknown,60000 - 120000 RUR,RUR,60000,Москва,,RU,Unknown,hh_api,Кузьменко Сергей Сергеевич
2025-05-22T11:12:38+0300,Руководитель отдела аналитики/DWH,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Московский филиал АО ЦентрИнформ
2025-05-06T11:04:17+0300,Аналитик по управлению товарными запасами,Unknown,Unknown,250000 - None RUR,RUR,250000,Москва,,RU,Unknown,hh_api,Нижибицкая Мария Алексеевна
2025-05-21T14:06:48+0300,Администратор сайта,Unknown,Unknown,130000 - None RUR,RUR,130000,Москва,,RU,Unknown,hh_api,Ассоциация предприятий индустрии детских товаров
2025-05-13T11:25:57+0300,СТО/Технический директор,Unknown,Unknown,550000 RUR,RUR,550000,Москва,,RU,Unknown,hh_api,Первый ОФД
2025-05-16T11:37:36+0300,Координатор отдела продаж,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,СИНТАКСИС
2025-05-13T16:01:07+0300,Интернет-маркетолог,Unknown,Unknown,90000 - 180000 RUR,RUR,90000,Москва,,RU,Unknown,hh_api,URBAN
2025-05-19T14:26:28+0300,Technical Project Manager,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Сравни
2025-05-22T14:19:04+0300,Senior JavaScript Developer (GameDev / Highload / Optimization),Unknown,Unknown,400000 - 550000 RUR,RUR,400000,Москва,,RU,Unknown,hh_api,Басенко Виктор Александрович
2025-05-15T08:49:45+0300,Аналитик данных (Excel),Unknown,Unknown,120000 - None RUR,RUR,120000,Москва,,RU,Unknown,hh_api,Китайская Строительная Компания
2025-05-13T14:31:18+0300,Systems analyst,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,ИЦ АЙ-ТЕКО
2025-05-20T16:33:17+0300,Ведущий специалист по кадровому администрированию,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Северсталь
2025-05-12T18:06:35+0300,SQL-аналитик,Unknown,Unknown,180000 RUR,RUR,180000,Москва,,RU,Unknown,hh_api,IT-hunters
2025-05-16T20:43:05+0300,Бизнес-аналитик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,VK
2025-05-19T17:15:22+0300,Аналитик / дата-инженер,Unknown,Unknown,110000 - 110000 RUR,RUR,110000,Москва,,RU,Unknown,hh_api,PUSY (Дрожь Бьюти)
2025-05-21T13:44:58+0300,Начинающий специалист/ аналитик,Unknown,Unknown,50000 - None RUR,RUR,50000,Москва,,RU,Unknown,hh_api,Реал ИТ
2025-05-19T10:17:46+0300,Технический менеджер в онлайн институт психологии,Unknown,Unknown,90000 - 120000 RUR,RUR,90000,Москва,,RU,Unknown,hh_api,ОИПП
2025-05-15T16:00:21+0300,Менеджер по работе с клиентами How to Eat,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Новиков Групп
2025-05-22T14:40:31+0300,Системный администратор / IT-стажер,Unknown,Unknown,650 USD,USD,650,Москва,,RU,Unknown,hh_api,MSTech L.L.C-FZ
2025-04-28T17:36:57+0300,HR-аналитик (c&b),Unknown,Unknown,250000 RUR,RUR,250000,Москва,,RU,Unknown,hh_api,Международная iGaming компания
2025-04-30T13:55:13+0300,Продуктовый аналитик данных (SQL + Python),Unknown,Unknown,3000 - 3500 USD,USD,3000,Москва,,RU,Unknown,hh_api,WebGears Services
2025-05-14T09:48:12+0300,Аналитик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Neoflex
2025-05-22T09:12:56+0300,Финансовый директор,Unknown,Unknown,150000 - 200000 RUR,RUR,150000,Москва,,RU,Unknown,hh_api,Альянс
2025-05-12T08:23:32+0300,Дежурный специалист по мониторингу и аналитике данных,Unknown,Unknown,44000 - None RUR,RUR,44000,Москва,,RU,Unknown,hh_api,Excdev
2025-05-22T15:49:15+0300,Главный системный инженер (2 линия технической поддержки),Unknown,Unknown,265000 RUR,RUR,265000,Москва,,RU,Unknown,hh_api,ИТ Онли
2025-05-13T12:03:45+0300,Data Engineer,Unknown,Unknown,500000 RUR,RUR,500000,Москва,,RU,Unknown,hh_api,Rubbles
2025-05-22T11:54:18+0300,Аналитик данных в продукт,Unknown,Unknown,100000 - None RUR,RUR,100000,Москва,,RU,Unknown,hh_api,Платформа Проще
2025-05-21T15:56:31+0300,Старший HR BP (IT),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Ozon
2025-04-25T10:51:15+0300,Системный аналитик (ЦСУМ),Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,ТехАргос
2025-05-01T14:01:23+0300,Node.js developer,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,TIQUM
2025-05-22T09:48:40+0300,SEO Project Manager (R&D и управление проектами),Unknown,Unknown,200000 - None RUR,RUR,200000,Москва,,RU,Unknown,hh_api,Spiel Media
2025-05-19T17:11:44+0300,Бизнес-аналитик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,ПИК-специализированный застройщик
2025-05-19T07:55:51+0300,Финансовый менеджер,Unknown,Unknown,50000 - 150000 RUR,RUR,50000,Москва,,RU,Unknown,hh_api,TRINITY
2025-05-19T10:31:45+0300,Математик Junior,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Employcity
2025-05-22T13:52:01+0300,Ведущий системный аналитик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Платежное Решение
2025-05-12T08:16:57+0300,Бизнес-аналитик,Unknown,Unknown,Не указано,указано,0,Москва,,RU,Unknown,hh_api,Лудинг
