work_year,job_title,experience_level,employment_type,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,source,employer,requirement,skills
2025,Аналитик данных,Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,Подели,"Уметь работать с большими объемами структурированной и неструктурированной информации. Опыт работы с данными EXCEL (сводные таблицы, VBA), R, <highlighttext>аналитика</highlighttext> в...","['excel', 'r', 'vba']"
2025,Middle Business Analyst,Mid,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,DarwinSoft (ООО Дарвин),Опыт работы на позиции бизнес или системного <highlighttext>аналитика</highlighttext> от 2 лет. Умение работать с комплексными сервисами: от проектирования до внедрения...,[]
2025,Data-аналитик,Junior,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,LOYMAX AI,Опыт работы в <highlighttext>аналитике</highlighttext> <highlighttext>данных</highlighttext> от 1 года. Уверенное владение SQL и навыки извлечения <highlighttext>данных</highlighttext> из различных источников. ,['sql']
2025,Junior product analyst,Junior,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,"РЕСО-Гарантия, САО",Способного работать с большими массивами новой информации. - Внимательного к деталям и изучению <highlighttext>данных</highlighttext>. - Ориентированного на результат. Что будет плюсом. - ,[]
2025,Системный аналитик,Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,Помощь интернет магазинам,"Опыт работы работы в качестве <highlighttext>аналитика</highlighttext> не менее 2-х лет в продуктовой разработке. Представление о форматах <highlighttext>данных</highlighttext>, применяемых в...",[]
2025,Системный аналитик,Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,РЖД - Цифровые пассажирские решения,Опыт работы в роли <highlighttext>аналитика</highlighttext>/системного <highlighttext>аналитика</highlighttext> на IT-проектах (особенно желателен опыт на интеграционных проектах). Общие знания в области...,[]
2025,Бизнес-аналитик (IT),Unknown,Full-time,200000 - None RUR,RUR,2222,Москва,,Russia,S,hh_api,Anykey,"Высшее образование (предпочтительные специальности: реклама, маркетинг, бизнес-<highlighttext>аналитика</highlighttext>, <highlighttext>аналитика</highlighttext> <highlighttext>данных</highlighttext>). Опыт работы в сфере IT или общее понимание данной сферы. ",[]
2025,Аналитик,Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,SBS Consulting,"Профессиональные навыки: Высшее экономическое или техническое образование (выпускник бакалавр, студент магистратуры). Отличные навыки работы с компьютером (Word, Excel, Power Point). ",['excel']
2025,Системный аналитик,Mid,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,Интермобилити,"Опыт работы системным <highlighttext>аналитиком</highlighttext> от 3 лет. Опыт постановки задач разработчикам. Опыт проведения обследования, сбора, формализации и анализа требований на...",[]
2025,Бизнес-аналитик (начальный уровень),Junior,Full-time,Не указано,указано,0,Москва,,Russia,L,hh_api,FIX PRICE,Опыт работы бизнес-<highlighttext>аналитиком</highlighttext>/бизнес-технологом от 1 года в канале e-commerce. Понимание жизненного цикла проекта в IT. ,[]
2025,Системный аналитик,Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,LIFE PAY,...описания технических требований по интеграции с внешними системами (по протоколам HTTP и/или SOAP). Опыт работы с реляционными базами <highlighttext>данных</highlighttext>.,[]
2025,Системный аналитик,Junior,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,Скала^р,"От 1 года в роли <highlighttext>аналитика</highlighttext> (бизнес-системного, инженера требований) в команде с развитыми процессами управления продуктом. Умение работать с...",[]
2025,Аналитик данных BI (Tableau),Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,Спортмастер,"Опыт работы с различными источниками <highlighttext>данных</highlighttext> и data blending в Tableau: объединение <highlighttext>данных</highlighttext> с разной детализацией, настройка связей между источниками...",['tableau']
2025,Системный аналитик (логистические проекты),Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,BORK,"Опыт разработки проектной документации. Знание, что такое API, веб-сервисы, базы <highlighttext>данных</highlighttext>. Опыт проработки интеграций на SOAP или REST-запросах. ",[]
2025,Системный Аналитик (сопровождение/финтех),Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,Картнода,"Понимание принципов работы БД , бизнес-логики хранения <highlighttext>данных</highlighttext>, принципов оптимизации БД. Умение работать с BPMN, IDEF, UML, и c инструментами...",[]
2025,Data Engineer / Data Analyst + Hadoop,Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,Techno Diasoft,"...CD (например, Jenkins, Git, Docker) для автоматизации процессов сборки, тестирования и развертывания программного обеспечения. Понимание SQL и NoSQL баз <highlighttext>данных</highlighttext>.","['sql', 'docker', 'git']"
2025,Системный аналитик,Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,ITLabRealty,"Знание SQL на базовом уровне для анализа <highlighttext>данных</highlighttext>. Понимание способов интеграции информационных систем и форматов <highlighttext>данных</highlighttext> (JSON, XML).",['sql']
2025,Стажер (IT и аналитика),Unknown,Full-time,90000 - None RUR,RUR,1000,Москва,,Russia,S,hh_api,Медико-фармацевтический дистрибьютор,"Опыт работы в 1С будет вашим преимуществом. Внимательность, ответственность, огромное желание обучаться и развиваться в направлениях: <highlighttext>Аналитика</highlighttext>, IT.",[]
2025,Младший аналитик,Unknown,Full-time,80000 - 150000 RUR,RUR,888,Москва,,Russia,S,hh_api,Ламобайл,Базовые навыки работы в Excel и PowerPoint. Желание учиться и развиваться в сфере <highlighttext>аналитики</highlighttext>. Ответственность и внимательность к деталям. ,['excel']
2025,Data Scientist,Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,Lens Consulting,"Навыки обработки текстовых <highlighttext>данных</highlighttext> с применением NLP-методов (embeddings, transformers, LLM). Опыт работы с большими массивами <highlighttext>данных</highlighttext> и соответствующими инструментами. ",[]
2025,Системный аналитик / Бизнес-аналитик (стажер),Unknown,Full-time,80000 - 120000 RUR,RUR,888,Москва,,Russia,S,hh_api,Фортис Технологии,"Умение структурировать полученную информацию и четко излагать свои мысли. Общее понимание концепций баз <highlighttext>данных</highlighttext>, общих принципов проектирования программного обеспечения. ",[]
2025,Бизнес-аналитик (Платежные системы),Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,Employcity,"Какой опыт, знания и качества нужны:",[]
2025,Бизнес/системный аналитик (команда MarTech),Mid,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,Туту,От вас нужно. — Опыт работы бизнес/системным <highlighttext>аналитиком</highlighttext> от 3 лет. — Практика разработки технического задания на программное обеспечение. — ,[]
2025,BI-аналитик,Unknown,Full-time,196000 RUR,RUR,2177,Москва,,Russia,S,hh_api,Объединенная Энергетическая Компания,Уверенное владение SQL для извлечения и обработки <highlighttext>данных</highlighttext>. Опыт работы с базами <highlighttext>данных</highlighttext> и хранилищами <highlighttext>данных</highlighttext> (Data Warehouses). ,['sql']
2025,BI-аналитик,Junior,Full-time,Не указано,указано,0,Москва,,Russia,L,hh_api,FIX PRICE,Опыт работы <highlighttext>аналитиком</highlighttext> в BI от 1 года. Аналитический склад ума. Знание основ реляционных баз <highlighttext>данных</highlighttext>. Умение читать и интерпретировать...,['bi']
2025,System Analyst (MyKaspersky),Junior,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,Лаборатория Касперского,Что вам необходимо для этого: Опыт работы системным <highlighttext>аналитиком</highlighttext> от 2 лет. Высшее образование в области информационных технологий. ,[]
2025,Системный аналитик,Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,СОГАЗ,"Навыки работы с SQL (базово — для проверки гипотез и <highlighttext>данных</highlighttext>). Опыт работы с Confluence, Jira, Miro (или аналогами). ","['sql', 'confluence', 'jira']"
2025,Системный/бизнес аналитик,Junior,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,МСП Банк,"Грамотная устная и письменная речь, умение доступно выражать мысли. Опыт работы <highlighttext>аналитиком</highlighttext> от 2 лет на проектах FinTech, предпочтительно с...",[]
2025,Системный аналитик,Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,ITD Group (International IT-Distribution Group),"Опыт работы системным / фулстек-<highlighttext>аналитиком</highlighttext> от 3x лет. Знание основных нотаций (UML, BPMN;ER). Опыт проектирования интеграционных взаимодействий от...",[]
2025,Фулстак Аналитик (Кипр),Unknown,Full-time,5000 - 6500 EUR,EUR,5000,Москва,,Russia,S,hh_api,Радюк Екатерина,"Обладаете теоретическими знаниями в области алгоритмов, архитектуры баз <highlighttext>данных</highlighttext>, системного анализа и кибербезопасности. Разбираетесь в основах IT-инфраструктуры: сетях, серверах...",[]
2025,Аналитик,Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,ИРИ,"Владение инструментарием и нотациями моделирования бизнес-процессов, систем, структур <highlighttext>данных</highlighttext> (UML, BPMN). Опыт проведения обследования, сбора, формализации и анализа требований...",[]
2025,Бизнес/системный аналитик в направление авиа команда SkyPlus,Mid,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,Туту,От вас нужно. — Опыт работы бизнес/системным <highlighttext>аналитиком</highlighttext> в кросс-функциональной команде от 3 лет. — Опыт работы в продуктовой команде. — ,[]
2025,FullStack Аналитик,Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,Форлинк,"1.5–3 года опыта в системной и бизнес <highlighttext>аналитике</highlighttext>. - Опыт документирования REST API. - Навыки работы с SQL, понимание основ...",['sql']
2025,Бизнес/системный аналитик в команду отелей,Mid,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,Туту,От вас нужно. Опыт работы бизнес/системным <highlighttext>аналитиком</highlighttext> от 3 лет: Опыт работы с мобильными приложениями от 1 года: — Понимание...,[]
2025,Аналитик (AI проекты),Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,СберЗдоровье,Понимание SQL и опыт работы с базами <highlighttext>данных</highlighttext> являются важными навыками для успешной работы в нашей команде. Мы также приветствуем...,['sql']
2025,Бизнес-аналитик AI / n8n / NoCode,Unknown,Full-time,70000 - 120000 RUR,RUR,777,Москва,,Russia,S,hh_api,МБС,"Понимание принципов работы баз <highlighttext>данных</highlighttext>. Умение проводить интервью с заказчиками и выявлять потребности. Лидерские качества, самостоятельность в принятии решений и...",[]
2025,Медиааналитик (телеканал Ю),Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,МЕДИА1,"...таблицы, инструменты визуализации <highlighttext>данных</highlighttext>). Знание PowerPoint (продвинутый уровень). Желательно знание методов социологического исследования и статистического анализа <highlighttext>данных</highlighttext>. Опыт работы с...",[]
2025,Аналитик SQL,Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,Курьер Сервис Экспресс,"...текущую логику запросов, создание расписаний по обновлению <highlighttext>данных</highlighttext>). Опыт работы с большими массивами <highlighttext>данных</highlighttext> (более 10 млн. строк). ",[]
2025,Лоукодер / low-code разработчик / системный аналитик ELMA,Unknown,Full-time,180000 - 200000 RUR,RUR,2000,Москва,,Russia,S,hh_api,БПМ-Эксперт,"д.) и базовых знаний по ее установке. Понимание внутреннего устройства продукта ELMA365, используемых микросервисов, структуры <highlighttext>данных</highlighttext> и взаимодействия компонентов.",[]
2025,Системный аналитик,Unknown,Full-time,350000 RUR,RUR,3888,Москва,,Russia,S,hh_api,Outlines Technologies,"Знание отличий реляционных и нереляционных баз <highlighttext>данных</highlighttext>. Знание и навык использования операторов определения <highlighttext>данных</highlighttext> (создание, изменение и удаление таблиц) в...",[]
2025,Системный аналитик,Unknown,Full-time,100000 RUR,RUR,1111,Москва,,Russia,S,hh_api,Смарт Аналитикс Рус,"Навыки моделирования процессов в нотациях UML, BPMN, IDEF, ER-диаграммы. Понимание основ баз <highlighttext>данных</highlighttext> и навыки работы с SQL. ",['sql']
2025,Младший аналитик данных,Junior,Full-time,70000 - None RUR,RUR,777,Москва,,Russia,S,hh_api,Панина Анастасия Александровна,...<highlighttext>данных</highlighttext>). Базовые знания в ML — понимание основ моделирования. Навыки продуктовой <highlighttext>аналитики</highlighttext>: выбор и интерпретация метрик. Знание EDA (разведочный анализ <highlighttext>данных</highlighttext>). ,[]
2025,Системный аналитик,Unknown,Full-time,140000 - 200000 RUR,RUR,1555,Москва,,Russia,S,hh_api,Soar high software,"Высшее образование (желательно техническое или математическое). Плюсом будет знание языков программирования (например, SQL, Python). Понимание принципов работы реляционных баз <highlighttext>данных</highlighttext>. ","['python', 'sql']"
2025,Системный аналитик,Unknown,Full-time,140000 - 200000 RUR,RUR,1555,Москва,,Russia,S,hh_api,Coco IT,"Высшее образование, профильное будет плюсом. Любой опыт работы в качестве пользователя с программным обеспечением, профильный опыт работы будет плюсом. ",[]
2025,Аналитик данных,Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,Mediascope,Опыт работы с большими объемами <highlighttext>данных</highlighttext> и их анализом. Навыки проверки и поиска расхождений в <highlighttext>данных</highlighttext>. Умение разбираться в методологиях...,[]
2025,Системный аналитик (middle),Mid,Full-time,220000 RUR,RUR,2444,Москва,,Russia,S,hh_api,Techno Diasoft,Опыт работы по профилю от 3 лет. Понимание стандартных алгоритмов. Понимание жизненного цикла разработки программного обеспечения. Опыт описания функциональных и...,[]
2025,Бизнес/Системный аналитик,Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,Транснефть-Технологии,"Опыт работы бизнес- или системным <highlighttext>аналитиком</highlighttext> от года. Знания какой-либо нотации моделирования и описания (ER, BPMN, UML). ",[]
2025,Системный аналитик,Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,ЭНИ.РАН,Понимание принципов работы баз <highlighttext>данных</highlighttext> (MongoDB или SQL). Знание веб-технологий и распределенных систем. Понимание цикла разработки программного обеспечения. ,"['sql', 'mongodb']"
2025,Системный аналитик middle+,Mid,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,АШАН Ритейл Россия,"Опыт написания ТЗ и Маппингов на потоки <highlighttext>данных</highlighttext>. Понимание устройства сетей (периметры, файерволы, проксирование, протоколы передачи <highlighttext>данных</highlighttext>). API REST - опыт...",[]
2025,Бизнес-аналитик,Unknown,Full-time,300000 RUR,RUR,3333,Москва,,Russia,S,hh_api,Selecty,"Базовый SQL (SELECT, JOIN, GROUP BY). Продвинутый Excel (сводные таблицы, формулы, анализ <highlighttext>данных</highlighttext>). Развитые софт-скиллы: коммуникация, аналитическое мышление, умение...","['excel', 'sql']"
2025,"Аналитик (проверка качества данных, визуализация)",Unknown,Full-time,120000 RUR,RUR,1333,Москва,,Russia,S,hh_api,ГФК-Русь,Опыт работы на рынке потребительской электроники будет рассматриваться как преимущество. Опыт работы с большими объемами <highlighttext>данных</highlighttext> будет вашим преимуществом. ,[]
2025,"Аналитик (сбор и анализ данных), удаленно",Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,Школа Карьерного Роста,"Продвинутый Excel (обязательно: ВПР, сводные таблицы, работа с формулами). — Внимательность к деталям и умение работать с большими массивами <highlighttext>данных</highlighttext>. — ",['excel']
2025,Аналитик отдела продаж,Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,Норебо Холдинг,"...к хранилищу <highlighttext>данных</highlighttext>, объединение <highlighttext>данных</highlighttext> из различных источников). Приветствуется знание рыбного рынка в аналитических подразделениях, опыт в портфельной <highlighttext>аналитике</highlighttext>, навыки...",[]
2025,ACRM аналитик,Unknown,Full-time,242000 RUR,RUR,2688,Москва,,Russia,S,hh_api,LIAN,"SQL на уровне написания запросов средней сложности : join, аггрегатные функции, аналитичесие (оконные) функции. Знание основ автоматизации маркетинга. Опыт работы с...",['sql']
2025,Data Analyst (Perfluence),Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,Rambler&Co,"Навыки коммуникации: умение чётко объяснять выводы из <highlighttext>данных</highlighttext> коллегам, не являющимся <highlighttext>аналитиками</highlighttext>. Опыт работы с CRM / веб-<highlighttext>аналитикой</highlighttext> / маркетинговыми платформами...",[]
2025,Системный аналитик (офис),Junior,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,Ред Софт,"Базовые знания о порядке и технологиях создания информационных систем. Базовые знания о реляционных базах <highlighttext>данных</highlighttext>,SQL. Знание процессов жизненного цикла...",[]
2025,Аналитик данных,Junior,Full-time,40000 - 80000 RUR,RUR,444,Москва,,Russia,S,hh_api,КСК-Эйч Ар,"Уверенный уровень SQL. - Знания Python для <highlighttext>аналитики</highlighttext> <highlighttext>данных</highlighttext> (pandas, numPy, sklearn). - Базовые знания матстата и комбинаторики. - Уверенный уровень Excel (включая...","['excel', 'python', 'sql']"
2025,Системный аналитик,Unknown,Full-time,270000 - 350000 RUR,RUR,3000,Москва,,Russia,S,hh_api,САП КОД,"Опыт работы с производственными базами <highlighttext>данных</highlighttext> и отличное знание SQL. - Способность формировать требования исходя из текущих бизнес-процессов, а не...",['sql']
2025,Системный аналитик,Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,Датаюниверс,Навыки сбора и описания требований для веб- и мобильной разработки. Уверенная работа с базами <highlighttext>данных</highlighttext>. Способность оценивать трудоемкость задач. ,[]
2025,Аналитик данных (МСБ),Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,Газпромбанк,"Образование, специальность: высшее образование: экономическое, физико-техническое, ИТ. Релевантный опыт; Стаж работы по требуемому направлению деятельности не менее (лет): 2. ",[]
2025,Системный аналитик,Unknown,Full-time,305000 - 305000 RUR,RUR,3388,Москва,,Russia,S,hh_api,SmartyHR,"Опыт работы системным <highlighttext>аналитиком</highlighttext> от 1,5 лет. Опыт сопровождения, настройки и развития среды общих <highlighttext>данных</highlighttext> (в компании используется Pilot...",[]
2025,Бизнес / системный Аналитик (Senior),Senior,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,ADV/web-engineering,"Что мы хотим от <highlighttext>аналитика</highlighttext>: Быть человеком, который обладает схожим опытом работы — <highlighttext>аналитик</highlighttext> полного цикла, опыт взаимодействия с продактами, дизайнерами...",[]
2025,Аналитик данных / Инженер данных/ Data Scientist / Data Analyst / Data engineer,Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,СтандартПроект,Опыт работы с Linux. Приветствуется: 1. Пройденные курсы по анализу <highlighttext>данных</highlighttext>. 2. Высшее техническое и/или экономическое образование. 3. ,['linux']
2025,Системный-аналитик,Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,МЕТАШАРКС,"Опыт работы <highlighttext>аналитиком</highlighttext> от 1,5 лет. - Опыт работы в команде разработки (желательно SCRUM). - Умение системно мыслить. - Понимание процессов и...",[]
2025,Системный аналитик DWH,Unknown,Full-time,150000 - 260000 RUR,RUR,1666,Москва,,Russia,S,hh_api,Онлайн-школа Фоксфорд,...<highlighttext>данных</highlighttext> будет полезен). Работал с фронтенд-разработчиками и хорошо понимаешь технические возможности фронта. Знаком с другими инструментами для обработки <highlighttext>данных</highlighttext>...,[]
2025,Системный аналитик,Junior,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,GlowByte,"Опыт работы от 2 лет в роли системного <highlighttext>аналитика</highlighttext> на проектах по внедрению продукта, доработок и интеграций. Навыки делового общения...",[]
2025,Специалист отдела аналитики,Unknown,Full-time,80000 - 100000 RUR,RUR,888,Москва,,Russia,S,hh_api,Холдем,"...анализа <highlighttext>данных</highlighttext>). Уверенное владение Excel и Google Sheet: умение работать с формулами, сводными таблицами и диаграммами. Желание развиваться в <highlighttext>аналитике</highlighttext>...",['excel']
2025,Аналитик 1С,Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,Союзметаллсервис,Высшее образование (техническое/экономическое). Опыт работы <highlighttext>аналитиком</highlighttext> 1С от 3-х лет. Глубокое знание платформы 1С:Предприятие 8...,[]
2025,Аналитик данных,Unknown,Full-time,140000 - None RUR,RUR,1555,Москва,,Russia,S,hh_api,ГБУ Информационно-Консультационный Центр Департамента Культуры Города Москвы,"Законченное высшее образование (информатика, IT, экономика и т.п.). — Продвинутый уровень Excel (ВПР, сводные таблицы и т.д.). — ",['excel']
2025,Data Analyst,Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,T2,"статистика, теория вероятности. Умение проводить анализ <highlighttext>данных</highlighttext>: сбор и загрузка <highlighttext>данных</highlighttext>, преобразование <highlighttext>данных</highlighttext> в удобный для исследования вид, проверка их...",[]
2025,Data Analyst (DWH),Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,DENUM GROUP,"Уверенное владение SQL (агрегатные функции). - Опыт работы в пакетах визуализации и <highlighttext>аналитики</highlighttext> (Tableau, Power BI). - Владение Python (интеграция с SQL). - ","['python', 'tableau', 'sql', 'bi']"
2025,Системный аналитик,Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,Верме,"Опыт работы с брокерами сообщений Kafka, Rabbit MQ - будет плюсом. Описание требований к программному обеспечению. Работа с базами <highlighttext>данных</highlighttext>. ",[]
2025,Аналитик-разработчик отчётности,Mid,Full-time,450000 RUR,RUR,5000,Москва,,Russia,S,hh_api,Экспобанк,"Опыт проектирования и разработки аналитических моделей, дашбордов и отчетов в Power BI – от 3 лет. Опыт работы с SQL Server...","['sql', 'bi']"
2025,Младший аналитик данных / Junior Data Analyst,Junior,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,Mediascope,"Опыт работы с Zeppelin, Spark, Jupyter Notebook, таблицами HDFS (как плюс). Базовые знания статистического анализа. Опыт работы в <highlighttext>аналитике</highlighttext> <highlighttext>данных</highlighttext>...",['spark']
2025,Системный аналитик,Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,S7 Group,"Знание SQL и понимание устройства баз <highlighttext>данных</highlighttext>. Опыт работы с Postman, SoapUI, Curl или иными инструментами тестирования API. ",['sql']
2025,Системный аналитик,Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,Deventica,"Опыт работы в роли Системного <highlighttext>аналитика</highlighttext> от 3-х лет. Опыт описания ФТ, НФТ, составления ТЗ нa разрабoтку ИС. ",[]
2025,Системный аналитик,Junior,Full-time,150000 - None RUR,RUR,1666,Москва,,Russia,S,hh_api,АБР Тех,"Опыт работы в роли <highlighttext>аналитика</highlighttext> от 2 лет. Высшее техническое образование. Опыт разработки функциональных требований, технических заданий, иной проектной документации. ",[]
2025,Аналитик данных ML-Engineer (Data Science),Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,Аналитические программные решения,"Умение эффективно работать с данными в Python. Знание ML-стека Python (Scikit-learn, XGBoost). Опыт решения задач ML от 1...",['python']
2025,Бизнес-аналитик ELMA,Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,TeamIdea (ООО ТИМИДЕЯ ГРУПП),"Опыт работы с BPM-системой ELMA365 или ELMA3. Опыт сбора требований, интервьюирования. Написание ТЗ или ФТ для проектирования...",[]
2025,Системный аналитик,Unknown,Full-time,160000 - None RUR,RUR,1777,Москва,,Russia,S,hh_api,Крокодил,"Опыт работы с базами <highlighttext>данных</highlighttext>. Знание архитектуры и принципов работы систем управления базами <highlighttext>данных</highlighttext> (СУБД), таких как Oracle, Microsoft SQL...",['sql']
2025,Аналитик данных,Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,М.Видео-Эльдорадо,"...<highlighttext>данных</highlighttext>, анализа их структуры и преобразований по метаданным. Опыт построения базы <highlighttext>данных</highlighttext> в соответствии с архитектурными паттернами. Опыт визуализации <highlighttext>данных</highlighttext>...",[]
2025,Системный аналитик,Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,Аврора,Понимание рабочей этики (в общении с командой и заказчиком). Работы системным <highlighttext>аналитиком</highlighttext> от 2-х лет. Будет плюсом: Опыт работы...,[]
2025,Systems Analyst (SA),Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,ДэвТим-Групп,"Знание основ реляционных баз <highlighttext>данных</highlighttext>, умение интерпретировать ER-диаграммы, понимание структуры <highlighttext>данных</highlighttext>. Опыт работы с Jira и Confluence (или аналогами...","['confluence', 'jira']"
2025,Помощник аналитика,Unknown,Full-time,70000 - 120000 RUR,RUR,777,Москва,,Russia,S,hh_api,Юнистор,...<highlighttext>данных</highlighttext>. Знание Excel на уровне уверенного пользователя. Аналитическое мышление и внимание к деталям. Готовность обучаться и развиваться в сфере <highlighttext>аналитики</highlighttext>.,['excel']
2025,Аналитик данных,Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,Комус,"Аналитический склад ума, системное мышление, умение работать с большим объемом <highlighttext>данных</highlighttext>, умение работать в команде. Приветствуется: Знание инструментов Atlassian (Jira...",['jira']
2025,BI Analyst (Sales Productivity),Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,Лаборатория Касперского,"Умение работать с большими объемами <highlighttext>данных</highlighttext>, знание основ <highlighttext>аналитики</highlighttext> и моделирования <highlighttext>данных</highlighttext>. Аналитический склад ума, способность эффективно работать в многозадачной...",[]
2025,Аналитик данных,Junior,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,FONBET,"...должности от 2 лет. Знание основ математической статистики, умение проверять гипотезы и делать выводы на основе <highlighttext>данных</highlighttext>. Знание SQL, Excel.","['excel', 'sql']"
2025,Ведущий аналитик,Senior,Full-time,180000 - None RUR,RUR,2000,Москва,,Russia,S,hh_api,UP business,"Опыт работы в <highlighttext>аналитике</highlighttext> <highlighttext>данных</highlighttext> не менее 5 лет. Умение работать с системами <highlighttext>аналитики</highlighttext> (Google Analytics, PBI, «Яндекс.Метрика»). ",[]
2025,Бизнес-аналитик,Unknown,Full-time,140000 - 180000 RUR,RUR,1555,Москва,,Russia,S,hh_api,Soar high software,"Высшее образование (желательно техническое или математическое). Плюсом будет знание языков программирования (например, SQL, Python). Понимание принципов работы реляционных баз <highlighttext>данных</highlighttext>. ","['python', 'sql']"
2025,Junior Системный аналитик,Junior,Full-time,70000 - None RUR,RUR,777,Москва,,Russia,S,hh_api,Штумпф,Представление о принципах работы с базами <highlighttext>данных</highlighttext> и знание основ SQL. Умение четко формулировать мысли и описывать требования. ,['sql']
2025,Senior Бизнес аналитик,Senior,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,АМТЕХ,"...<highlighttext>аналитиком</highlighttext> от 5 лет. Знание нотаций BPMN, UML. Опыт работы с брокерами сообщений: Kafka, RabbitMq. Опыт работы с базами <highlighttext>данных</highlighttext>...",[]
2025,Аналитик данных,Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,Передовые Платежные Решения,"...большими объёмами <highlighttext>данных</highlighttext>. Знание ETL-процессов, готовность освоить DBT. Опыт сверки <highlighttext>данных</highlighttext> и устранения несоответствий. Опыт визуализации <highlighttext>данных</highlighttext>. ",['etl']
2025,Бизнес-аналитик логистических процессов,Unknown,Full-time,Не указано,указано,0,Москва,,Russia,S,hh_api,Крупная FMCG компания,"Есть опыт работы с базами <highlighttext>данных</highlighttext>, знание SQL, Python для анализа <highlighttext>данных</highlighttext> (желательно). Есть опыт сбора бизнес-требований и формирования...","['python', 'sql']"
2025,Специалист по анализу информации (аналитик),Unknown,Full-time,30000 - 30000 RUR,RUR,333,Москва,,Russia,S,hh_api,АВИСТА,"Образование среднее специальное, высшее. Понимание цифр, опыт работы в юридической, бухгалтерской или смежной сфере. Умение обобщать и систематизировать разноплановые данные. ",[]
